id,name,address,created_at,updated_at,phone,image_url,cross_streets,hood,latitude,longitude,yelp_rating,yelp_id,category,neighborhood_id,rated_at,slug
1519,Battery Harris,64 Frost St,2015-01-12 01:18:02.199259,2015-01-23 16:53:09.550292,7183848900,http://s3-media3.fl.yelpcdn.com/bphoto/nmCLGnAIRJezHvcjpL5NQw/ms.jpg,,Williamsburg - North Side,40.7176668,-73.9489573,4.0,battery-harris-brooklyn,Bars,7,,battery-harris
1955,Westway,75 Clarkson St,2015-01-12 01:18:04.485579,2015-01-23 16:53:10.259428,2126200101,http://s3-media3.fl.yelpcdn.com/bphoto/Cx56F9bLN2Sx4T5VyFh1ng/ms.jpg,,West Village,40.7298737,-74.0096893,2.5,westway-new-york,Lounges,31,,westway
1773,Nublu,62 Ave C,2015-01-12 01:18:03.510289,2015-01-23 16:53:12.50629,6465465206,http://s3-media1.fl.yelpcdn.com/bphoto/zqZZh_AP6Pn3xMqa7yKADw/ms.jpg,,East Village,40.7224998,-73.9796677,4.0,nublu-new-york,Music Venues,6,,nublu
1522,Bedlam,40 Ave C,2015-01-12 01:18:02.215255,2015-01-23 16:53:09.566313,2122281049,http://s3-media3.fl.yelpcdn.com/bphoto/B0qfdRy1rrCQlLgLDVoymw/ms.jpg,,East Village,40.721779,-73.980194,3.5,bedlam-new-york,Dance Clubs,6,,bedlam
1498,Amnesia NYC,609 W 29th St,2015-01-12 01:18:02.09763,2015-01-23 16:53:09.582333,2126436464,http://s3-media3.fl.yelpcdn.com/bphoto/Ae6tB0D4FV4lGYSnrviKhg/ms.jpg,,Midtown West,40.75317,-74.004929,2.5,amnesia-nyc-new-york,Dance Clubs,1,,amnesia-nyc
1507,Aspen Social,157 W 47th St,2015-01-12 01:18:02.142445,2015-01-23 16:53:09.598278,2122217200,http://s3-media2.fl.yelpcdn.com/bphoto/fbkuMOHoxITN-9Awf_3w7g/ms.jpg,,Theater District,40.758952,-73.983769,3.0,aspen-social-new-york,Dance Clubs,4,,aspen-social
1514,Baby's All Right,146 Broadway,2015-01-12 01:18:02.174599,2015-01-23 16:53:09.60598,7185995800,http://s3-media4.fl.yelpcdn.com/bphoto/6z1zDBJKg1LOTzzhgYpazg/ms.jpg,,South Williamsburg,40.7099838256836,-73.9634780883789,4.0,babys-all-right-brooklyn,Music Venues,5,,baby's-all-right
1524,The Bell House,149 7th St,2015-01-12 01:18:02.229118,2015-01-23 16:53:09.617768,7186436510,http://s3-media4.fl.yelpcdn.com/bphoto/x_yl_bD_2hzhFB8MXCaZEg/ms.jpg,,Gowanus,40.673737,-73.991661,4.0,the-bell-house-brooklyn,Music Venues,8,,the-bell-house
1974,Wythe Hotel,80 Wythe Ave,2015-01-20 19:01:15.703283,2015-01-23 16:53:09.634623,7184608000,http://s3-media4.fl.yelpcdn.com/bphoto/-Dptzp9FK_pAmyd2sZ4Mqw/ms.jpg,,Williamsburg - North Side,40.722084,-73.9578552,3.5,wythe-hotel-new-york,Hotels,7,,wythe-hotel
1526,Best Buy Theater,1515 Broadway,2015-01-12 01:18:02.237715,2015-01-23 16:53:09.645979,2129301950,http://s3-media3.fl.yelpcdn.com/bphoto/p3VpT4DKqjyMUtarKTL0Sg/ms.jpg,,Theater District,40.7579193,-73.9864426,3.5,best-buy-theater-new-york,Music Venues,4,,best-buy-theater
1530,Blue Velvet Lounge,341 Ave U,2015-01-12 01:18:02.261101,2015-01-23 16:53:09.654319,7182665196,http://s3-media3.fl.yelpcdn.com/bphoto/IHrMPTbGzmCOOLJDQV3Btw/ms.jpg,,Gravesend,40.5971948057413,-73.9717492461205,4.5,blue-velvet-lounge-brooklyn,Lounges,9,,blue-velvet-lounge
1788,Palladium New York Restaurant and Lounge,36-14 31st St,2015-01-12 01:18:03.581969,2015-01-23 16:53:12.570251,7186069241,http://s3-media1.fl.yelpcdn.com/bphoto/FHdR5101EvHvPDWZj7_nlQ/ms.jpg,,Long Island City,40.7563629,-73.9301147,2.5,palladium-new-york-restaurant-and-lounge-astoria,Music Venues,27,,palladium-new-york-restaurant-and-lounge
1978,Maraya,87 Orchard St,2015-01-20 19:15:10.189608,2015-01-23 16:53:09.766386,2123343499,http://s3-media2.fl.yelpcdn.com/bphoto/CycquZ5LlsjskpbMIEy8_Q/ms.jpg,,Lower East Side,40.7179418206215,-73.9903845638037,4.5,maraya-new-york,Lounges,3,,maraya
1981,The Top of The Standard,848 Washington St,2015-01-20 19:25:41.177247,2015-01-23 16:53:09.806463,2126454646,http://s3-media4.fl.yelpcdn.com/bphoto/9Qlbtu2L86Kfa9fKgfQSDQ/ms.jpg,,Meatpacking District,40.7406473904848,-74.0077713131905,4.0,the-top-of-the-standard-new-york,Dance Clubs,12,,the-top-of-the-standard
1730,Lot45,411 Troutman St,2015-01-12 01:18:03.296972,2015-01-23 16:53:09.820339,3475059155,http://s3-media2.fl.yelpcdn.com/bphoto/BEmcaeOZumxToNXzYnVAwA/ms.jpg,,Bushwick,40.7070001415615,-73.9226713817306,4.0,lot45-brooklyn,Lounges,10,,lot45
1977,The Blind Barber,339 E 10th St,2015-01-20 19:13:15.891385,2015-01-23 16:53:09.748632,2122282123,http://s3-media3.fl.yelpcdn.com/bphoto/GOlUHY6K2UiHgfX4cMlSdA/ms.jpg,,East Village,40.7271805,-73.9801331,3.5,the-blind-barber-new-york,Lounges,6,,the-blind-barber
1645,Greenhouse,150 Varick St,2015-01-12 01:18:02.819095,2015-01-23 16:53:09.83435,2128077000,http://s3-media4.fl.yelpcdn.com/bphoto/Qtr9IknmEtQ1CqcT_bIj_g/ms.jpg,,South Village,40.726177,-74.005346,2.5,greenhouse-new-york,Dance Clubs,16,,greenhouse
1810,Polar,Hotel Marcel,2015-01-12 01:18:03.69028,2015-01-23 16:53:09.859449,2122927502,http://s3-media4.fl.yelpcdn.com/bphoto/nZipgYiSeXjGF399LYqHpw/ms.jpg,,Kips Bay,40.7394725829363,-73.982472717762,2.5,polar-new-york,Lounges,24,,polar
1736,M1-5 Lounge,52 Walker St,2015-01-12 01:18:03.323886,2015-01-23 16:53:09.873032,2129651701,http://s3-media2.fl.yelpcdn.com/bphoto/6pIz-BqBWwA2DwSjkMBKCA/ms.jpg,,TriBeCa,40.7190545,-74.0034335,3.0,m1-5-lounge-new-york,Dance Clubs,17,,m1-5-lounge
1794,Passion Lounge,196 Union Ave,2015-01-12 01:18:03.610114,2015-01-23 16:53:09.887323,9735958404,,,,40.9161148220301,-74.1931139677763,4.0,passion-lounge-paterson,Lounges,,,passion-lounge
1741,Marquee New York,289 10th Ave,2015-01-12 01:18:03.346063,2015-01-23 16:53:09.90235,6464730202,http://s3-media1.fl.yelpcdn.com/bphoto/eX5y6eyRqr8YXhB39JcvyA/ms.jpg,,Chelsea,40.7499875,-74.0027094,2.5,marquee-new-york-new-york,Dance Clubs,11,,marquee-new-york
1744,The Mean Fiddler,266 W 47th St,2015-01-12 01:18:03.365163,2015-01-23 16:53:09.918337,2123542950,http://s3-media4.fl.yelpcdn.com/bphoto/XcHnIf2fWO8Qxiiu3vUIcw/ms.jpg,,Theater District,40.7601632,-73.9870715,3.0,the-mean-fiddler-new-york,Dance Clubs,4,,the-mean-fiddler
1746,Mercury Lounge,217 East Houston St.,2015-01-12 01:18:03.376894,2015-01-23 16:53:09.938783,2122604700,http://s3-media4.fl.yelpcdn.com/bphoto/ppkDyg-2BedtQ_OJ_Cq8eQ/ms.jpg,,Lower East Side,40.722034,-73.986809,3.5,mercury-lounge-new-york,Dive Bars,3,,mercury-lounge
1749,Miller Theatre,Columbia University,2015-01-12 01:18:03.401681,2015-01-23 16:53:09.954093,2128547799,http://s3-media2.fl.yelpcdn.com/bphoto/VqOomHcokZ40-qVn5vgREQ/ms.jpg,,Morningside Heights,40.80808210954,-73.9634400978684,4.5,miller-theatre-new-york,Music Venues,18,,miller-theatre
1754,Heidelberg Restaurant,1648 2nd Ave,2015-01-12 01:18:03.428387,2015-01-23 16:53:09.974307,2126282332,http://s3-media1.fl.yelpcdn.com/bphoto/T4BvISfT9e9UW-pYx2Wc6w/ms.jpg,,Upper East Side,40.77742,-73.9517212,4.0,heidelberg-restaurant-new-york,Bars,19,,heidelberg-restaurant
1792,The Paper Box,17 Meadow St,2015-01-12 01:18:03.601009,2015-01-23 16:53:09.990305,7183833815,http://s3-media3.fl.yelpcdn.com/bphoto/0weVUAp7M2NVQ_aFYi2sWg/ms.jpg,,East Williamsburg,40.7108498,-73.9365997,3.5,the-paper-box-brooklyn,Music Venues,21,,the-paper-box
1798,People Kitchen and Lounge,163 Allen St,2015-01-12 01:18:03.632674,2015-01-23 16:53:10.006274,2122542668,http://s3-media4.fl.yelpcdn.com/bphoto/lrVrZyjTnPxOPKswIwVaJA/ms.jpg,,Lower East Side,40.721203,-73.989792,3.0,people-kitchen-and-lounge-new-york,Lounges,3,,people-kitchen-and-lounge
1828,Raine Lounge,170 W 233rd St,2015-01-12 01:18:03.776159,2015-01-23 16:53:10.024262,7186011613,http://s3-media4.fl.yelpcdn.com/bphoto/CaHbc01UGKDaIMco6tgf7g/ms.jpg,,Kingsbridge,40.880016,-73.903214,3.0,raine-lounge-bronx,Dance Clubs,26,,raine-lounge
1888,SRB Brooklyn,177 2nd Ave,2015-01-12 01:18:04.081205,2015-01-23 16:53:10.046359,7184991700,http://s3-media1.fl.yelpcdn.com/bphoto/8yjnRswLimfh7Xl0M7EYGg/ms.jpg,,,40.669586,-73.995499,3.5,srb-brooklyn-brooklyn,Music Venues,,,srb-brooklyn
1830,The Ravel Hotel,8-08 Queens Plz S,2015-01-12 01:18:03.804559,2015-01-23 16:53:10.060141,7182896101,http://s3-media1.fl.yelpcdn.com/bphoto/zclokSVp4NlMpi9tGW79zw/ms.jpg,,Long Island City,40.7538986,-73.9486313,2.5,the-ravel-hotel-long-island-city,Hotels,27,,the-ravel-hotel
1832,reBar,68 Jay St,2015-01-12 01:18:03.81339,2015-01-23 16:53:10.078364,7187669110,http://s3-media1.fl.yelpcdn.com/bphoto/9XGgpGKwGJglBs3kP1hhEw/ms.jpg,,DUMBO,40.7027618587017,-73.9867394417524,3.5,rebar-brooklyn,Bars,28,,rebar
1841,Retreat,37 W 17th St,2015-01-12 01:18:03.858121,2015-01-23 16:53:10.094378,2124886600,http://s3-media2.fl.yelpcdn.com/bphoto/TqG-9BFe_3ToIqlefkZ9gg/ms.jpg,,Flatiron,40.738907,-73.994019,2.5,retreat-new-york,Dance Clubs,13,,retreat
1844,Dream Hotel,210 W 55th St,2015-01-12 01:18:03.873259,2015-01-23 16:53:10.113209,8777537326,http://s3-media1.fl.yelpcdn.com/bphoto/YK7QjF1R8MgV-TUm6dfo4Q/ms.jpg,,Midtown West,40.7644613832235,-73.9816680550575,3.0,dream-hotel-new-york,Hotels,1,,dream-hotel
1846,Rock Star Bar,351 Kent Ave,2015-01-12 01:18:03.885906,2015-01-23 16:53:10.124892,7185993052,,,Williamsburg - South Side,40.7126159667969,-73.9674301147461,4.0,rock-star-bar-brooklyn-2,Dive Bars,29,,rock-star-bar
1848,Rooftop 48,605 W 48th St,2015-01-12 01:18:03.894093,2015-01-23 16:53:10.1399,2129571800,http://s3-media4.fl.yelpcdn.com/bphoto/O8LadUt8tepjO90GwdechA/ms.jpg,,Hell's Kitchen,40.7651132649777,-73.9960123243591,3.5,rooftop-48-new-york,Lounges,20,,rooftop-48
1942,Village Lantern,167 Bleecker St,2015-01-12 01:18:04.364293,2015-01-23 16:53:10.159654,2122607993,http://s3-media4.fl.yelpcdn.com/bphoto/PoFbANtuoNChRviFD-Sqig/ms.jpg,,Greenwich Village,40.728882,-74.000099,3.0,village-lantern-new-york,Music Venues,2,,village-lantern
1944,Vintage West,21 7th Ave S,2015-01-12 01:18:04.373976,2015-01-23 16:53:10.178293,2129290990,http://s3-media1.fl.yelpcdn.com/bphoto/rQiY_2vdG9Td7sq98q6Y_Q/ms.jpg,,West Village,40.7302513,-74.0044708,3.5,vintage-west-new-york,Dance Clubs,31,,vintage-west
1950,Polish National Home,261 Driggs Ave,2015-01-12 01:18:04.463962,2015-01-23 16:53:10.194283,7183870505,http://s3-media3.fl.yelpcdn.com/bphoto/Gq81SaxpL7aZMx3O0Q-hWw/ms.jpg,,Greenpoint,40.722393,-73.94841,4.0,polish-national-home-brooklyn-3,Music Venues,32,,polish-national-home
1909,Tandem,236 Troutman St,2015-01-12 01:18:04.192631,2015-01-23 16:53:10.225387,7183862369,http://s3-media1.fl.yelpcdn.com/bphoto/bCcL7py5FhE5x-XH-FzkMQ/ms.jpg,,Bushwick,40.702404,-73.92659,4.0,tandem-brooklyn,Bars,10,,tandem
1535,Bossa Nova Civic Club,1271 Myrtle Ave,2015-01-12 01:18:02.288349,2015-01-24 20:15:18.149365,7184431271,http://s3-media1.fl.yelpcdn.com/bphoto/XKeZFzonf3_yNir_3BhmMQ/ms.jpg,,Bushwick,40.6979738,-73.9279654,3.5,bossa-nova-civic-club-brooklyn,Dance Clubs,10,2015-01-24 20:15:18.141454,bossa-nova-civic-club
1537,Bowery Ballroom,6 Delancey St,2015-01-12 01:18:02.297031,2015-01-23 16:53:10.283548,2125332111,http://s3-media2.fl.yelpcdn.com/bphoto/lj_SW4EkjkcSjUoGqhzNFw/ms.jpg,,Lower East Side,40.7204285,-73.9933395,4.5,bowery-ballroom-new-york,Music Venues,3,,bowery-ballroom
1543,Brooklyn Fire Proof East,119 Ingraham St,2015-01-12 01:18:02.32695,2015-01-23 16:53:10.294935,3472234211,http://s3-media1.fl.yelpcdn.com/bphoto/Mtna9996tU-cLv8qngKN0Q/ms.jpg,,Bushwick,40.7059791315543,-73.9286291851807,3.5,brooklyn-fire-proof-east-brooklyn-2,Bars,10,,brooklyn-fire-proof-east
1554,Cameo,93 N 6th St,2015-01-12 01:18:02.388061,2015-01-23 16:53:10.306122,7183021180,http://s3-media1.fl.yelpcdn.com/bphoto/3-004IY-PMYPlBLjRAYVHQ/ms.jpg,,Williamsburg - North Side,40.7184283831074,-73.9604437351227,3.5,cameo-brooklyn,Music Venues,7,,cameo
1557,Cantina Royal,58 N 3rd St,2015-01-12 01:18:02.40573,2015-01-23 16:53:10.320126,3477632938,http://s3-media4.fl.yelpcdn.com/bphoto/BeQw4h5CiDIZz6c5niRAmQ/ms.jpg,,Williamsburg - North Side,40.7175416270346,-73.9634865865082,4.0,cantina-royal-brooklyn,Bars,7,,cantina-royal
1559,Cellar Bar,The Bryant Park Hotel,2015-01-12 01:18:02.415117,2015-01-23 16:53:10.338302,2126422211,http://s3-media2.fl.yelpcdn.com/bphoto/PlgAMwtKJ9vVJG449qPYzA/ms.jpg,,Midtown West,40.7527809,-73.9838028,2.5,cellar-bar-new-york,Dance Clubs,1,,cellar-bar
1562,The Chelsea Room,222 W 23rd St,2015-01-12 01:18:02.434526,2015-01-23 16:53:10.354352,2126753600,http://s3-media2.fl.yelpcdn.com/bphoto/7rY9G3LHVKtLpCuARiHQkg/ms.jpg,,Chelsea,40.7445842027664,-73.9968929439783,2.5,the-chelsea-room-new-york,Lounges,11,,the-chelsea-room
1698,Knitting Factory,361 Metropolitan Ave,2015-01-12 01:18:03.139182,2015-01-23 16:53:10.370272,3475296696,http://s3-media4.fl.yelpcdn.com/bphoto/U5Pqg2KKW8yew9hbuVEGDg/ms.jpg,,Williamsburg - North Side,40.7142067,-73.95578,3.5,knitting-factory-brooklyn-2,Music Venues,7,,knitting-factory
1701,La Lune,103 Ave A,2015-01-12 01:18:03.154263,2015-01-23 16:53:10.386341,2122601420,http://s3-media1.fl.yelpcdn.com/bphoto/beSOAR6SJGgj6R-K2MrjWg/ms.jpg,,East Village,40.7258067280054,-73.9837789535522,3.0,la-lune-new-york-2,Hookah Bars,6,,la-lune
1703,Flatiron Room,37 W 26th St,2015-01-12 01:18:03.16527,2015-01-23 16:53:10.402385,2127253860,http://s3-media4.fl.yelpcdn.com/bphoto/P-Si3ZVVlBwBbSYI-nm71g/ms.jpg,,Flatiron,40.744625,-73.99041,4.5,flatiron-room-new-york,Lounges,13,,flatiron-room
1708,Le Bain,444 West 13th Street,2015-01-12 01:18:03.195801,2015-01-23 16:53:10.411444,2126454646,http://s3-media1.fl.yelpcdn.com/bphoto/0ubNGJfTCGFOvkZXboE3PA/ms.jpg,,Meatpacking District,40.7409954071045,-74.0077511966228,3.5,le-bain-new-york,Bars,12,,le-bain
1847,Rockwood Music Hall,196 Allen St,2015-01-12 01:18:03.890056,2015-01-23 16:53:12.931435,2124774155,http://s3-media3.fl.yelpcdn.com/bphoto/738luFoAB62ZQiF3hUnH4g/ms.jpg,,Lower East Side,40.7223396,-73.9885635,4.5,rockwood-music-hall-new-york,Music Venues,3,,rockwood-music-hall
1880,Solas,232 E 9th St,2015-01-12 01:18:04.046479,2015-01-23 16:53:13.114381,2123750297,http://s3-media1.fl.yelpcdn.com/bphoto/aYqv1w43r-qHgU-tYct93g/ms.jpg,,East Village,40.72973,-73.988074,3.5,solas-new-york,Lounges,6,,solas
1883,Space Ibiza New York,637 W 50th St,2015-01-12 01:18:04.058724,2015-01-23 16:53:13.127068,2122472447,http://s3-media1.fl.yelpcdn.com/bphoto/lZGPCbr8XQmg8z8j3QcT3Q/ms.jpg,,Hell's Kitchen,40.7670878748,-73.9960933493,2.5,space-ibiza-new-york-new-york,Music Venues,20,,space-ibiza-new-york
1924,Touch,240 W 52nd St,2015-01-12 01:18:04.270193,2015-01-23 16:53:13.303958,3474134069,http://s3-media1.fl.yelpcdn.com/bphoto/DQKMMwL4Xh2cPscDl-xTPw/ms.jpg,,Theater District,40.7629013,-73.9842606,2.0,touch-new-york,Dance Clubs,4,,touch
1931,Karizma,244 E 51st St,2015-01-12 01:18:04.300182,2015-01-23 16:53:13.350629,2126059988,http://s3-media2.fl.yelpcdn.com/bphoto/GrkSg-_D2u6oqpMFPMwCag/ms.jpg,,Midtown East,40.755577,-73.968834,3.0,karizma-new-york,Lounges,14,,karizma
1968,YOTEL New York,570 10th Ave,2015-01-12 01:18:04.551707,2015-01-23 16:53:13.5703,6464497700,http://s3-media3.fl.yelpcdn.com/bphoto/d9egPxLqkg6iHD0f4LDdXA/ms.jpg,,Hell's Kitchen,40.759285,-73.9955215,3.5,yotel-new-york-new-york,Hotels,20,,yotel-new-york
1973,Ulysses Folk House,95 Pearl St,2015-01-12 01:18:04.578134,2015-01-23 16:53:13.619795,2124820400,http://s3-media4.fl.yelpcdn.com/bphoto/eeLb74pZyvz120oJu29vnQ/ms.jpg,,Financial District,40.7042799890041,-74.0099190920591,3.5,ulysses-folk-house-new-york-2,Pubs,35,,ulysses-folk-house
1664,Home Sweet Home,131 Chrystie St,2015-01-12 01:18:02.933884,2015-01-23 16:53:13.862339,2122265709,http://s3-media2.fl.yelpcdn.com/bphoto/gKd-2SnoQdq9BBm0aw7oIQ/ms.jpg,,Lower East Side,40.7195015,-73.9935074,3.5,home-sweet-home-new-york,Lounges,3,,home-sweet-home
1759,Motivo,915 Broadway,2015-01-12 01:18:03.450652,2015-01-23 16:53:10.437678,2125866000,http://s3-media3.fl.yelpcdn.com/bphoto/4QtaUvpBUM0bf2GKpZQhqQ/ms.jpg,,Flatiron,40.739843,-73.990009,2.0,motivo-new-york,Music Venues,13,,motivo
1568,Allure,33-02 Queens Blvd,2015-01-12 01:18:02.464756,2015-01-23 16:53:10.454071,7184334500,http://s3-media2.fl.yelpcdn.com/bphoto/h8n6XY-IozuiLIHbF42PsQ/ms.jpg,,Sunnyside,40.7445029,-73.9317213,2.5,allure-long-island-city,Dance Clubs,15,,allure
1769,No Malice Palace,197 E 3rd St,2015-01-12 01:18:03.493795,2015-01-23 16:53:10.473802,2122549184,http://s3-media2.fl.yelpcdn.com/bphoto/CRSRipJOVUsfDEVYZfqDqw/ms.jpg,,East Village,40.723003,-73.983208,3.0,no-malice-palace-new-york,Dance Clubs,6,,no-malice-palace
1774,Nuyorican Poets Cafe,236 E 3rd St,2015-01-12 01:18:03.514348,2015-01-23 16:53:10.48955,2125058183,http://s3-media3.fl.yelpcdn.com/bphoto/uW8Ll_8wv_bMo_IosKcWSg/ms.jpg,,East Village,40.721924,-73.981834,4.5,nuyorican-poets-cafe-new-york,Bars,6,,nuyorican-poets-cafe
1781,Open House,244 E Houston St,2015-01-12 01:18:03.552166,2015-01-23 16:53:10.511223,9172259018,http://s3-media3.fl.yelpcdn.com/bphoto/t3o9aOhcfj_XvxeJkBRvVA/ms.jpg,,East Village,40.7223396,-73.985611,3.0,open-house-new-york,Dance Clubs,6,,open-house
1571,Club Shelter,37 Vandam St,2015-01-12 01:18:02.478281,2015-01-23 16:53:10.52356,2128077000,http://s3-media2.fl.yelpcdn.com/bphoto/GAHgbSI5q4hq2ZAP3SUQuw/ms.jpg,,South Village,40.7264444231987,-74.0052480250597,3.5,club-shelter-new-york,Dance Clubs,16,,club-shelter
1784,Pacha,618 W 46th St,2015-01-12 01:18:03.564524,2015-01-23 16:53:10.539799,2122097500,http://s3-media1.fl.yelpcdn.com/bphoto/f6J0yWAty-oYTldoll1qCg/ms.jpg,,Hell's Kitchen,40.7635775953531,-73.9970572292805,2.5,pacha-new-york,Music Venues,20,,pacha
1789,The Royal Palms Shuffleboard Club,514 Union St,2015-01-12 01:18:03.586973,2015-01-23 16:53:10.5503,3472234410,http://s3-media1.fl.yelpcdn.com/bphoto/WVAVh64gdbtuv_obflfqVg/ms.jpg,,Gowanus,40.6788624899903,-73.9869758019173,4.5,the-royal-palms-shuffleboard-club-brooklyn,Bars,8,,the-royal-palms-shuffleboard-club
1800,Pianos,158 Ludlow St,2015-01-12 01:18:03.641513,2015-01-23 16:53:10.562178,2125053733,http://s3-media4.fl.yelpcdn.com/bphoto/5e2l8rhE9Xu8saJNn6OXXg/ms.jpg,,Lower East Side,40.7210317254066,-73.9878109842539,3.5,pianos-new-york,Music Venues,3,,pianos
1806,Place To Beach,1302 Broadwalk W,2015-01-12 01:18:03.671173,2015-01-23 16:53:10.571825,7183735862,http://s3-media2.fl.yelpcdn.com/bphoto/v9tz8e86IrX1l0EIehl47g/ms.jpg,,Coney Island,40.5732822946671,-73.9813919696086,2.5,place-to-beach-brooklyn,Cocktail Bars,22,,place-to-beach
1808,Play Lounge,77-17 Queens Blvd,2015-01-12 01:18:03.681382,2015-01-23 16:53:10.583568,7184762828,http://s3-media3.fl.yelpcdn.com/bphoto/iLBsy5sCm0RuYDjiORzWiQ/ms.jpg,,Elmhurst,40.7388992,-73.8864594,3.0,play-lounge-elmhurst,Lounges,23,,play-lounge
1693,Kinfolk,94 Wythe Ave,2015-01-12 01:18:03.118057,2015-01-23 16:53:14.055471,3477992946,http://s3-media1.fl.yelpcdn.com/bphoto/xIKfZD7h7XBpdAiAT1rjWA/ms.jpg,,Williamsburg - North Side,40.7216669,-73.958412,3.0,kinfolk-williamsburg,Lounges,7,,kinfolk
1853,Roseland Ballroom,239 W 52Nd St,2015-01-12 01:18:03.915962,2015-01-23 16:53:10.596407,2122470200,http://s3-media1.fl.yelpcdn.com/bphoto/0VeZKiifbuselGQXdXCS4g/ms.jpg,,Theater District,40.7629585,-73.9834595,3.0,roseland-ballroom-new-york,Music Venues,4,,roseland-ballroom
1859,Sankeys NYC,29 W 36th St,2015-01-12 01:18:03.947042,2015-01-23 16:53:10.610396,2127640157,http://s3-media4.fl.yelpcdn.com/bphoto/fCD5qXJrCtbQ8oHawL0yAA/ms.jpg,,Midtown West,40.750591,-73.985077,2.5,sankeys-nyc-new-york,Dance Clubs,1,,sankeys-nyc
1861,Sapphire New York,333 E 60th St,2015-01-12 01:18:03.955552,2015-01-23 16:53:10.624209,2124213600,http://s3-media4.fl.yelpcdn.com/bphoto/4bIyzWpFmodzQbq-qRmiaw/ms.jpg,,Upper East Side,40.7607155,-73.9623337,3.5,sapphire-new-york-new-york,Dance Clubs,19,,sapphire-new-york
1864,Seven One Ocho,7714 Queens Blvd,2015-01-12 01:18:03.96833,2015-01-23 16:53:10.654464,7184244105,http://s3-media3.fl.yelpcdn.com/bphoto/JqcHrqC1nRje-AHaO52xLA/ms.jpg,,Elmhurst,40.7380897275273,-73.8855623018518,2.5,seven-one-ocho-elmhurst,Lounges,23,,seven-one-ocho
1866,Shi,4720 Center Blvd,2015-01-12 01:18:03.97882,2015-01-23 16:53:10.666748,3472422450,http://s3-media1.fl.yelpcdn.com/bphoto/B1emoqQpvHYW1UlA4pH8pQ/ms.jpg,,Hunters Point,40.746298,-73.957003,3.5,shi-long-island-city,Lounges,30,,shi
