id,name,address,created_at,updated_at,phone,image_url,cross_streets,hood,latitude,longitude,yelp_rating,yelp_id,category,neighborhood_id,rated_at,slug,priority,link,fbpage_id,about,fb_photo
1555,Canal Room,285 W Broadway,2015-01-12 01:18:02.396599,2015-08-28 19:10:03.766826,2129418100,http://s3-media2.fl.yelpcdn.com/bphoto/jLBu9lazWRRH9lj6X_Q2mA/ms.jpg,,TriBeCa,40.721021471999,-74.004824631311,3.0,canal-room-new-york,Music Venues,17,2014-12-12 19:00:04.113951,canal-room,,https://www.facebook.com/canal.room,163858047147522,"Welcome to Canal Room. From concerts and performances, to private parties and corporate events, this is where New York comes to play, pause and unwind.",https://scontent.xx.fbcdn.net/hphotos-frc3/t31.0-8/s720x720/1269972_163858100480850_358546921_o.jpg
2027,Hill and Dale,115 Allen St,2015-06-29 02:21:16.554575,2015-06-29 02:35:25.180253,2124201115,http://s3-media2.fl.yelpcdn.com/bphoto/sb75zkH7wMBz-A73JMBXdw/ms.jpg,,Lower East Side,40.719597,-73.990546,4.0,hill-and-dale-new-york,,3,2015-06-29 02:35:25.162256,hill-and-dale,,,,,
2031,Hornblower Cruises,,2015-08-04 19:12:17.230863,2015-08-04 19:13:24.3682,7182188787,http://s3-media3.fl.yelpcdn.com/bphoto/t7aIymqod_DzENPiV6h9LQ/ms.jpg,,,40.7163303847776,-73.9617204666138,4.0,the-levee-brooklyn,,,2015-02-04 19:12:17.860645,hornblower-cruises,,,,,
1985,Slate,54 W 21st St,2015-03-10 15:22:55.228552,2015-04-09 18:39:58.568788,2129890096,http://s3-media3.fl.yelpcdn.com/bphoto/dU3GTxps8oviIREqqoIN9Q/ms.jpg,,Flatiron,40.7408191755951,-73.992018699646,3.0,slate-new-york-2,Lounges,13,2015-03-10 15:27:52.452909,slate,,,,,
1984,The 303 at Louie and Chan,303 Broome St,2015-02-06 15:58:06.485357,2015-07-17 16:40:53.061395,2128372816,http://s3-media3.fl.yelpcdn.com/bphoto/_LseA-s1Vom1CInpn9Q2aQ/ms.jpg,,Lower East Side,40.7187118,-73.9924058,4.0,louie-and-chan-new-york,Lounges,3,2015-07-17 16:40:52.991381,the-303-at-louie-and-chan,1,,,,
1989,Back Room at The Bedford,110 Bedford Ave,2015-04-18 19:36:55.88599,2015-04-18 19:41:28.485944,7183021002,http://s3-media4.fl.yelpassets.com/bphoto/5S_ydVGE6JFW9jFgjHKyaA/ms.jpg,,Williamsburg - North Side,40.7200813,-73.955658,3.5,the-bedford-brooklyn,lounges,7,2015-04-18 19:41:28.472755,back-room-at-the-bedford,,,,,
1640,Governors Beach Club,1 Carder Rd,2015-01-12 01:18:02.796894,2015-08-28 19:10:17.654574,2128964600,http://s3-media2.fl.yelpcdn.com/bphoto/R1jTOAEY_S7aF0kj2i2CxA/ms.jpg,,,40.693134,-74.015497,3.0,governors-beach-club-new-york,Bars,,2014-12-12 19:00:05.121691,governors-beach-club,,https://www.facebook.com/GovernorsBeachClub,470107289759632,,https://scontent.xx.fbcdn.net/hphotos-xft1/t31.0-8/s720x720/10528377_470111936425834_6742451439131348262_o.png
1629,Le Poisson Rouge,158 Bleecker St,2015-01-12 01:18:02.746405,2015-08-28 17:35:17.828223,2125053474,http://s3-media1.fl.yelpcdn.com/bphoto/kXdSG_iJz95T_lzljLf_fg/ms.jpg,,Greenwich Village,40.7284849137068,-73.9999332278967,3.0,le-poisson-rouge-new-york,Music Venues,2,2014-12-12 19:00:05.201399,le-poisson-rouge,,https://www.facebook.com/lprnyc,13852349119,LPR invites you to immerse yourself in a nightlife of true substance and vitality. Bring an open mind and drinking shoes.,https://scontent.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/s720x720/11898555_10153548817249120_1260974699921851530_n.jpg?oh=388ef46521dabc0c924ae1f7baf61381&oe=5669126D
1662,Highline Ballroom,431 W 16th St,2015-01-12 01:18:02.925156,2015-08-28 17:35:18.036597,2124145994,http://s3-media3.fl.yelpcdn.com/bphoto/hJ0h5UcpBscr_7NgwOm04g/ms.jpg,,Chelsea,40.7430686950684,-74.0057144165039,3.0,highline-ballroom-new-york,Music Venues,11,2014-12-12 19:00:05.221203,highline-ballroom,,https://www.facebook.com/highlineballroom,53575622303,"http://highlineballroom.com/ 
http://youtube.com/highlineballroom 
http://twitter.com/HLBallroom
http://foursquare.com/hlballroom ",https://scontent.xx.fbcdn.net/hphotos-xpt1/t31.0-8/s720x720/11883868_10153058033577304_7846738575766319216_o.jpg
1665,Hope Lounge,10 Hope St,2015-01-12 01:18:02.938055,2015-08-28 17:35:18.259168,,http://s3-media2.fl.yelpcdn.com/bphoto/Mgz7sSFlA3_62en6eB9Ehw/ms.jpg,,Williamsburg - North Side,40.713585,-73.957565,3.5,hope-lounge-brooklyn,Lounges,7,2014-12-12 19:00:05.234676,hope-lounge,,https://www.facebook.com/pages/Hope-Lounge/375909132523512,375909132523512,"where you meet new people have a cold one,watch your favorite teams play while a Dj is playing
 the latest top charted songs with juicy meat on the grill",https://scontent.xx.fbcdn.net/hphotos-xpt1/t31.0-8/s720x720/1053092_417549818359443_281098973_o.jpg
1643,The Graham,151 Meserole St,2015-01-12 01:18:02.810835,2015-08-28 19:10:17.887136,7183884682,http://s3-media3.fl.yelpcdn.com/bphoto/q2mumtM5odANi5chbosiEQ/ms.jpg,,East Williamsburg,40.708241,-73.943146,3.5,the-graham-new-york,Music Venues,21,2015-06-21 17:30:34.457542,the-graham,,https://www.facebook.com/TheGrahamBrooklyn,312343292196126,"A relaxed neighborhood bar with 16 taps, a mouthwatering brunch and dinner menu, wonderful cocktails, a photo booth, plus weekly music and comedy events! ",https://scontent.xx.fbcdn.net/hphotos-xaf1/t31.0-8/p480x480/1115954_753963771367407_980818733713906954_o.jpg
1966,XL Nightclub,512 W 42nd St,2015-01-12 01:18:04.537142,2015-08-28 19:10:18.123731,2122392999,http://s3-media4.fl.yelpcdn.com/bphoto/9TFaEiLuvW-Aes2DiiStSw/ms.jpg,,Hell's Kitchen,40.7597466,-73.9961014,2.5,xl-nightclub-new-york,Dance Clubs,20,2014-12-12 19:00:05.128256,xl-nightclub,,https://www.facebook.com/XLHouston,192393884288400,"Thursday through Saturday, hot DJ talent and great drink specials",https://scontent.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/s720x720/1383307_231574357037019_9057428983093020065_n.jpg?oh=ef599849ed7d8e7dfb3299e6da281411&oe=566C39F0
1683,Jelani Lounge,507 Waverly Ave,2015-01-12 01:18:03.075514,2015-08-28 19:10:18.318969,7182305227,http://s3-media4.fl.yelpcdn.com/bphoto/-0zEEaDFIjABtPQni0XlHA/ms.jpg,,Clinton Hill,40.6829758733511,-73.9657659083605,3.0,jelani-lounge-brooklyn,Lounges,54,2014-12-12 19:00:05.297737,jelani-lounge,,https://www.facebook.com/pages/Jelani-Lounge/115686171787584,115686171787584,,
1488,Ward III,111 Reade St,2015-01-12 01:18:02.046786,2015-08-28 19:10:18.531461,2122409194,http://s3-media1.fl.yelpcdn.com/bphoto/9v3thNtGY7O0ZiqMLtqX5g/ms.jpg,,TriBeCa,40.7157402,-74.0086899,4.0,ward-iii-new-york,Lounges,17,2014-12-12 19:00:05.330276,ward-iii,,https://www.facebook.com/WardIIINYC,93089902749,NYC’s premier whisk(e)y and bespoke cocktail bar located in TriBeCa. Open daily until 4am.,https://scontent.xx.fbcdn.net/hphotos-xfa1/t31.0-8/s720x720/468522_10151397540252750_789140094_o.jpg
1672,Hudson Terrace,621 W 46th St,2015-01-12 01:18:02.975661,2015-08-28 19:10:18.73912,2123159400,http://s3-media3.fl.yelpcdn.com/bphoto/QTPuLh7Kud5T7WksfQYZWg/ms.jpg,,Hell's Kitchen,40.764057,-73.997543,2.0,hudson-terrace-new-york,Lounges,20,2015-06-18 15:53:08.617816,hudson-terrace,,https://www.facebook.com/hudsonterrace,340135408693,"A rooftop event venue, happy hour lounge, and nightclub all rolled into one. But the possibilities are endless!",https://scontent.xx.fbcdn.net/hphotos-xtf1/t31.0-8/s720x720/10275431_10153482782808694_2420968441441093735_o.jpg
2021,Sugar Hill Disco,615 Dekalb Ave,2015-06-23 17:33:04.807603,2015-06-23 17:38:40.175468,7187820910,http://s3-media2.fl.yelpcdn.com/bphoto/IDs9nOfcEsxFvz-RKRS7wg/ms.jpg,,Bedford Stuyvesant,40.7123108,-73.9629669,4.0,rabbithole-restaurant-brooklyn,Nightlife,58,2014-12-23 17:33:08.07247,sugar-hill-disco,,,,,
1977,The Blind Barber,339 E 10th St,2015-01-20 19:13:15.891385,2015-02-02 01:53:42.962926,2122282123,http://s3-media3.fl.yelpcdn.com/bphoto/GOlUHY6K2UiHgfX4cMlSdA/ms.jpg,,East Village,40.7271805,-73.9801331,3.5,the-blind-barber-new-york,Lounges,6,2015-02-02 01:53:42.941622,the-blind-barber,,,,,
1992,Village Pourhouse,64 3rd Ave,2015-04-27 23:14:04.564753,2015-04-27 23:15:19.512772,2129792337,http://s3-media2.fl.yelpassets.com/bphoto/PqLrYGNKXrldV9i9kndxhQ/ms.jpg,,East Village,40.7313309,-73.9889221,3.0,village-pourhouse-new-york-2,,6,2015-04-27 23:15:19.508694,village-pourhouse,,,,,
1978,Maraya,87 Orchard St,2015-01-20 19:15:10.189608,2015-06-12 19:00:03.124706,2123343499,http://s3-media2.fl.yelpcdn.com/bphoto/CycquZ5LlsjskpbMIEy8_Q/ms.jpg,,Lower East Side,40.7179418206215,-73.9903845638037,4.5,maraya-new-york,Lounges,3,2014-12-12 19:00:03.121623,maraya,,,,,
1899,Southside,2 Cleveland Pl,2015-01-12 01:18:04.137632,2015-08-28 19:09:48.081774,2126805601,http://s3-media4.fl.yelpcdn.com/bphoto/XCZqHsTClAq-B5S97_Eanw/ms.jpg,,Little Italy,40.7209056615829,-73.9976654201746,2.5,southside-new-york-3,Lounges,53,2014-12-12 19:00:04.943523,southside,,https://www.facebook.com/southsideNYC,104221256401152,"Southside is truly a late night downtown staple. Southside has thrived on its unique Location at the meeting point of NOLITA, SOHO, and CHINATOWN, Three of New York’s coolest and most creative neighborhoods. Southside has always embodied the creativity, informality, and carefree attitude of its surrounding neighborhoods. Just like in European cities, we strive to bring the culture of neighborhood nightlife to New York City with most of our clientele walking or riding their bikes from nearby residences. Who says you need to get in a cab and sit in traffic to enjoy a great late nightspot? We look forward to seeing you soon.

Stay loose my friends,
Southside",https://scontent.xx.fbcdn.net/hphotos-xta1/t31.0-8/q82/s720x720/11312670_465445666945374_1340352329245265533_o.jpg
2038,Union Pool,484 Union Ave,2015-09-21 13:27:06.900386,2015-09-22 18:34:23.859361,7186090484,http://s3-media1.fl.yelpcdn.com/bphoto/w8j6gmxyKrNv4cosOPLoQw/ms.jpg,,Williamsburg - North Side,40.7149048,-73.9515762,3.5,union-pool-brooklyn-2,,7,2015-09-22 18:34:23.851577,union-pool,,https://www.facebook.com/UnionPool1,61042715381,DRINKS and MUSIC and REAL BAD SPELLING,https://scontent.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/11041223_10153024329085382_3443789631484789916_n.jpg?oh=a959b45818b691b0fbde8c60a3b1d100&oe=569D8953
1901,Sullivan Hall,214 Sullivan St,2015-01-12 01:18:04.148512,2015-08-28 19:09:48.341448,2126340427,http://s3-media3.fl.yelpcdn.com/bphoto/ejTfJC0M8Mp3jMV3kuqPIA/ms.jpg,,Greenwich Village,40.7294693,-74.0001831,3.0,sullivan-hall-new-york,Music Venues,2,2014-12-12 19:00:04.950985,sullivan-hall,,https://www.facebook.com/pages/Sullivan-Eagles-Hall/252968248085841,252968248085841,,
2037,Berry Park,4 Berry St,2015-08-31 14:31:57.340805,2015-08-31 15:13:25.247005,7187822829,http://s3-media1.fl.yelpcdn.com/bphoto/M2s9qqVQLG9chh64U0DC6A/ms.jpg,,Williamsburg - North Side,40.722397,-73.955158,3.5,berry-park-brooklyn,,7,2015-08-31 15:13:25.232674,berry-park,,,,,
1908,Tammany Hall,152 Orchard St,2015-01-12 01:18:04.18681,2015-08-28 19:09:48.607409,2122287556,http://s3-media2.fl.yelpcdn.com/bphoto/2jI6VGNAvY2kS12mOiq7Pg/ms.jpg,,Lower East Side,40.720746,-73.988684,3.0,tammany-hall-new-york,Music Venues,3,2014-12-12 19:00:04.976335,tammany-hall,,https://www.facebook.com/tammanyhallny,178344312179661,Tammany Hall is a 350 capacity multi-level restaurant which has live music and private event rooms located in the heart of the Lower East Side of Manhattan.,https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/155984_562838850396870_1864313662_n.jpg?oh=fd43f59adc545b3d0da65eb0d9361f27&oe=566E5F9D
1542,Brooklyn Bowl,61 Wythe Ave,2015-01-12 01:18:02.31897,2015-10-16 15:56:05.865075,7189633369,http://s3-media1.fl.yelpcdn.com/bphoto/UK8x3TmJQYAwC1jJpuf1ug/ms.jpg,,Williamsburg - North Side,40.7219442770098,-73.9577142214785,4.0,brooklyn-bowl-brooklyn,Music Venues,7,2015-10-16 15:56:05.850534,brooklyn-bowl,,https://www.facebook.com/BrooklynBowl,100886442754,Rock.  And Roll = 16 lanes bowling + live music + Blue Ribbon food + L.E.E.D. Certification,https://scontent.xx.fbcdn.net/hphotos-xtp1/v/t1.0-9/s720x720/11224858_10153638617087755_6429880708599540575_n.png?oh=ecadc8e2676d165edb50f6beafba828e&oe=566B619A
2040,The Hill,416 3rd Ave,2015-09-22 18:37:22.272876,2015-09-22 18:41:27.693981,2124811712,http://s3-media4.fl.yelpcdn.com/bphoto/lZf2wxLGj85J-jr36nMKUA/ms.jpg,,Kips Bay,40.7426053,-73.9803775,3.0,the-hill-new-york,,24,2015-09-22 18:41:27.689168,the-hill,,,,,
2043,FREEHOLD,45 S 3rd St,2015-11-25 14:31:30.307131,2015-11-25 14:39:48.668068,7183887591,http://s3-media4.fl.yelpcdn.com/bphoto/NNEs7N4DB25oRy_lcwBn3w/ms.jpg,,Williamsburg - South Side,40.7136054,-73.965905,4.5,freehold-brooklyn,,29,2015-11-25 14:39:48.659135,freehold,,,,,
2042,The Shop,234 Starr St,2015-11-03 15:22:46.72793,2015-11-03 15:30:39.461893,,http://s3-media4.fl.yelpcdn.com/bphoto/x_dvhXLslymgFMxYew-w9Q/ms.jpg,,Bushwick,40.7057862664104,-73.9223500901433,4.0,the-shop-bushwick,,10,2015-11-03 15:30:39.455967,the-shop,,,,,
2041,Central Park Summerstage,69Th St At 5Th Ave Entrance/Rumsey Field,2015-09-30 14:52:55.187252,2015-09-30 15:18:54.991546,2123602756,http://s3-media3.fl.yelpcdn.com/bphoto/vnH3LTrgC34TtJdHOGtN7w/ms.jpg,,Central Park,40.7729368799671,-73.9703464508057,4.0,central-park-summerstage-central-park-new-york,,,2015-09-30 15:18:54.857656,central-park-summerstage,,,,,
1763,Music Hall Of Williamsburg,66 N 6Th St,2015-01-12 01:18:03.467653,2015-10-09 20:32:00.00992,,http://s3-media1.fl.yelpcdn.com/bphoto/OqopJznJzDTqmmyXs7YJqQ/ms.jpg,,Williamsburg - North Side,40.719135,-73.961784,4.0,music-hall-of-williamsburg-brooklyn,Music Venues,7,2015-10-09 20:31:59.982405,music-hall-of-williamsburg,,https://www.facebook.com/musichallofwb,22200834587,"We Have Rock Music Here || http://musichallofwilliamsburg.com 

WANT FREE TICKETS? Follow us on Twitter and Instagram!
http://twitter.com/musichallofwb
http://instagram.com/musichallofwb ",https://scontent.xx.fbcdn.net/hphotos-frc3/v/t1.0-9/s720x720/1174725_10151792032309588_949343400_n.jpg?oh=2fb8d86265e2b16e15c0d4160ccce38c&oe=5674B28B
2039,Studio 299,"299 Vandervoort, Brooklyn",2015-09-22 01:42:58.825291,2015-09-22 01:48:32.687137,2122423103,,,East Williamsburg,40.741737,-73.990776,,,Dance Clubs,,2015-09-22 01:40:15.334742,studio-299,,,,,
2004,Sycamore,"1118 Cortelyou Rd
",2015-05-29 14:56:11.558103,2015-06-12 19:00:03.428534,,,,,,,,,Music Venues,57,2014-12-12 19:00:03.425939,sycamore,,,,,
1996,Macao Trading Co,311 Church St,2015-05-15 15:56:08.713021,2015-05-18 14:56:54.86415,2124318642,http://s3-media1.fl.yelpcdn.com/bphoto/hK2T15OVXWIZO8NQCo-PVg/ms.jpg,,TriBeCa,40.719612,-74.003922,4.0,macao-trading-co-new-york-3,,17,2015-05-18 14:56:54.855016,macao-trading-co,,,,,
1993,Tequila Park,356 W 58th St,2015-04-28 22:20:01.928387,2015-06-12 19:00:03.435368,2125546217,http://s3-media3.fl.yelpassets.com/bphoto/SDjQh8AglvRj09UGH6466g/ms.jpg,,Hell's Kitchen,40.768354,-73.984659,3.0,tequila-park-new-york,Cocktail Bars,20,2014-12-12 19:00:03.43267,tequila-park,,,,,
1784,Pacha,618 W 46th St,2015-01-12 01:18:03.564524,2015-09-18 16:49:09.361708,2122097500,http://s3-media1.fl.yelpcdn.com/bphoto/f6J0yWAty-oYTldoll1qCg/ms.jpg,,Hell's Kitchen,40.7635775953531,-73.9970572292805,2.5,pacha-new-york,Music Venues,20,2015-09-18 16:49:09.33853,pacha,,,,,
1667,CO-OP Food & Drink,107 Rivington St,2015-01-12 01:18:02.946698,2015-08-28 17:35:18.689661,2127968040,http://s3-media1.fl.yelpcdn.com/bphoto/b0vzZno2UiLJeA01NS4rfA/ms.jpg,,Lower East Side,40.719761,-73.988091,3.0,co-op-food-and-drink-new-york-2,Lounges,3,2014-12-12 19:00:05.247719,co-op-food-&-drink,,https://www.facebook.com/PeoplesFoodCoopPDX,84194889962,"From cob walls to living rooftops, a weekly farmers market to relationships with over 50 farmers and producers, People's Food Cooperative has been dedicated to nourishing the Portland community since 1970.",https://scontent.xx.fbcdn.net/hphotos-xpt1/t31.0-8/s720x720/11717447_10150584407559963_1015557114871284577_o.jpg
1669,Library Bar at Hudson,Hudson Hotel,2015-01-12 01:18:02.955444,2015-08-28 17:35:18.920252,2125546000,http://s3-media1.fl.yelpcdn.com/bphoto/zwgVHo44plyDQj88P9uYyw/ms.jpg,,Hell's Kitchen,40.7683154001822,-73.9848228988891,4.0,library-bar-at-hudson-new-york,Lounges,20,2014-12-12 19:00:05.254562,library-bar-at-hudson,,https://www.facebook.com/pages/Library-Bar-Hudson/152798628122162,152798628122162,,
1718,Lexicon,226 E 54th St,2015-01-12 01:18:03.244632,2015-06-12 19:00:02.902669,2125057400,http://s3-media4.fl.yelpcdn.com/bphoto/yQ7ezPa-c9UTJYB4FqZe2w/ms.jpg,,Midtown East,40.757626,-73.96785,2.0,lexicon-new-york,Dance Clubs,14,2014-12-12 19:00:02.899831,lexicon,,,,,
1721,Lilium,W Hotel,2015-01-12 01:18:03.259474,2015-06-12 19:00:02.913785,2123581560,http://s3-media4.fl.yelpcdn.com/bphoto/XnGgnKx9GbNjrPfS_z95Ww/ms.jpg,,East Village,40.7329499227693,-73.9884567260742,2.0,lilium-manhattan,Lounges,6,2014-12-12 19:00:02.911025,lilium,,,,,
1723,bOb Bar,235 Eldridge St,2015-01-12 01:18:03.267798,2015-06-12 19:00:02.928281,2125291807,http://s3-media1.fl.yelpcdn.com/bphoto/l8ecIUgjSsJsioElKyJXTg/ms.jpg,,Lower East Side,40.7223129,-73.9900055,3.5,bob-bar-new-york,Dance Clubs,3,2014-12-12 19:00:02.924536,bob-bar,,,,,
1987,The Whiskey Brooklyn,44 Berry St,2015-04-09 18:41:44.100551,2015-08-28 17:35:19.140594,7183878444,http://s3-media2.fl.yelpassets.com/bphoto/gv72awoCc19RcT71twA19A/ms.jpg,,Williamsburg - North Side,40.7210141970542,-73.9569997787476,4.0,the-whiskey-brooklyn-brooklyn,Bars,7,2015-04-12 19:06:35.255065,the-whiskey-brooklyn,,https://www.facebook.com/TheWhiskeyBrooklyn,100356333345947,"The Whiskey Brooklyn is a subterranean whiskey bar with a simple philosophy: well-poured drinks,  reasonable prices, good music, a comfortable setting, great food and great service.",https://scontent.xx.fbcdn.net/hphotos-xfa1/t31.0-8/p480x480/462674_321631647885080_423507785_o.jpg
2024,El Cortez,17 Ingraham St,2015-06-25 15:46:51.514017,2015-08-28 17:35:19.395117,3475992976,http://s3-media2.fl.yelpcdn.com/bphoto/nQYAKZwMVRYla0Sl9jqoBA/ms.jpg,,East Williamsburg,40.7070999,-73.9330826,4.0,el-cortez-brooklyn,,21,2015-06-25 17:33:28.667422,el-cortez,,https://www.facebook.com/elcortezbushwick,905478706176556,"Food, Drinks, Music",https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-0/p240x240/22600_920014724722954_4735207960674388454_n.jpg?oh=ac7e70b8986f42679aa609e9a7038d90&oe=56757F4A&__gda__=1450765744_96c0f2cc2c4f8746e9d972350c0b62fc
1773,Nublu,62 Ave C,2015-01-12 01:18:03.510289,2015-06-12 19:00:02.95218,6465465206,http://s3-media1.fl.yelpcdn.com/bphoto/zqZZh_AP6Pn3xMqa7yKADw/ms.jpg,,East Village,40.7224998,-73.9796677,4.0,nublu-new-york,Music Venues,6,2014-12-12 19:00:02.949156,nublu,,,,,
1507,Aspen Social,157 W 47th St,2015-01-12 01:18:02.142445,2015-06-12 19:00:03.000346,2122217200,http://s3-media2.fl.yelpcdn.com/bphoto/fbkuMOHoxITN-9Awf_3w7g/ms.jpg,,Theater District,40.758952,-73.983769,3.0,aspen-social-new-york,Dance Clubs,4,2014-12-12 19:00:02.997383,aspen-social,,,,,
